file,sheet,nrows,ncols,status,reason
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(7)井_7#流程_分钟数据5月31日0点至6月19日0点.csv,text,27203.0,22.0,已提取,4个通道
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(7)井_7#流程_分钟数据6月19日0点至7月05日14：53.csv,text,23857.0,22.0,已提取,4个通道
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第18段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,1.邻井压力监测表,24.0,25.0,已提取,3个通道
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第18段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,2.井口阀门监控表,22.0,11.0,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第18段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3.液量、砂量核实表,65.0,24.0,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第18段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,Sheet1,22.0,4.0,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第18段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,Sheet2,17.0,21.0,已提取,2个通道
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第19段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,1.邻井压力监测表,24.0,25.0,已提取,3个通道
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第19段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,2.井口阀门监控表,22.0,11.0,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第19段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3.液量、砂量核实表,65.0,24.0,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第19段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,Sheet1,22.0,4.0,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第19段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,Sheet2,17.0,21.0,已提取,6个通道
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第20段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,1.邻井压力监测表,24.0,25.0,已提取,3个通道
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第20段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,2.井口阀门监控表,22.0,11.0,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\3井压裂期间邻井压力检测_3井第20段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3.液量、砂量核实表,65.0,24.0,非时序压力表,工况、数量或阶段汇总表
