file,sheet,nrows,ncols,status,reason
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8_邻井压力数据_2.3井分点.xls,导出数据,325,3,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8_邻井压力数据_2.3井秒点.xls,导出数据,19264,3,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-4-1,11881,3,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-6-1,12191,3,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-8-1,8166,3,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-10-5(H2),7608,3,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-11-5(H2),7016,3,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-13-1,12716,3,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-14-1,11119,3,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-15-1(yc),13640,3,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-15-5(H2),11687,3,已提取,1个通道
